期別,開獎日,銷售金額,獎金總額,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,特別號,頭獎注數,頭獎獎金,頭獎累至次期獎金,貳獎注數,參獎注數,肆獎注數,伍獎注數,陸獎注數,柒獎注數,普獎注數,貳獎獎金,參獎獎金,肆獎獎金,伍獎獎金,陸獎獎金,柒獎獎金,普獎獎金,貳獎累至次期獎金,參獎累至次期獎金,肆獎累至次期獎金
105000066,105/07/26,"95,455,250","239,899,326",35,41,19,22,9,15,37,0,0,"206,177,179",1,27,88,"1,633","2,434","23,987","31,133","3,356,285","62,263","12,735","1,887","1,000",400,400,0,0,0
105000065,105/07/22,"92,361,650","216,141,278",17,10,33,2,49,27,15,0,0,"185,723,757",0,28,95,"1,562","2,184","22,809","28,929",0,"59,827","11,755","1,966","1,000",400,400,"1,675,182",0,0
105000064,105/07/19,"88,800,350","193,957,335",7,46,40,33,45,13,39,0,0,"165,342,371",1,32,94,"1,391","2,280","22,245","24,891","1,662,347","51,948","11,789","2,190","1,000",400,400,0,0,0
105000063,105/07/15,"89,791,000","175,442,258",29,24,25,35,33,38,49,0,0,"145,117,143",1,23,63,"1,573","1,960","19,381","28,508","3,272,930","73,746","17,948","1,976","1,000",400,400,0,0,0
105000062,105/07/12,"84,696,350","151,879,481",42,31,46,43,25,34,5,0,0,"124,480,445",0,12,50,"1,288","1,962","21,283","24,571",0,"131,396","21,023","2,244","1,000",400,400,"1,576,763",0,0
105000061,105/07/08,"69,608,650","132,848,889",13,10,9,19,35,23,38,0,0,"105,296,489",1,25,81,"1,556","1,810","18,136","26,093","4,106,336","45,079","9,275","1,327","1,000",400,400,0,0,0
105000060,105/07/05,"82,639,550","121,407,315",9,17,40,6,15,47,24,0,0,"91,584,785",0,23,72,"1,735","2,025","19,587","30,092",0,"61,448","13,086","1,493","1,000",400,400,"2,979,347",0,0
105000059,105/07/01,"82,486,250","100,703,497",41,34,20,43,24,8,32,0,0,"74,389,525",0,28,60,"1,226","1,838","18,869","24,703",0,"55,929","17,400","2,341","1,000",400,400,"1,566,038",0,0
105000076,105/08/30,"83,580,150","152,399,202",1,46,36,27,11,18,26,0,0,"124,202,029",0,29,75,"1,606","2,034","19,736","29,239",0,"50,369","12,984","1,667","1,000",400,400,"1,460,704",0,0
105000075,105/08/26,"81,364,300","133,222,219",34,49,28,9,42,41,6,0,0,"106,430,120",1,21,74,"1,389","1,850","20,193","25,557","1,476,021","70,286","13,297","1,948","1,000",400,400,0,0,0
105000074,105/08/23,"79,397,350","118,936,723",44,26,38,25,48,37,31,0,0,"88,471,854",3,16,46,"1,264","1,576","16,898","23,538","2,423,886","97,193","22,537","2,255","1,000",400,400,0,0,0
105000073,105/08/19,"79,982,850","99,667,565",19,26,44,46,5,48,36,0,0,"69,551,611",0,31,66,"1,270","1,970","19,010","24,044",0,"47,998","15,029","2,147","1,000",400,400,"5,716,570",0,0
105000072,105/08/16,"77,539,800","80,893,258",29,20,14,15,5,27,35,0,0,"51,448,366",0,31,77,"1,520","1,968","19,517","27,020",0,"42,704","11,461","1,596","1,000",400,400,"4,228,632",0,0
105000071,105/08/12,"78,187,550","63,050,329",8,35,43,33,20,42,10,0,0,"35,341,581",0,17,66,"1,251","1,911","21,050","24,088",0,"81,306","13,961","2,025","1,000",400,400,"2,904,787",0,0
105000070,105/08/09,"79,682,500","43,825,375",15,37,35,17,45,30,41,0,0,"18,524,607",0,36,76,"1,355","1,770","18,205","23,493",0,"42,293","13,355","2,060","1,000",400,400,"1,522,570",0,0
105000069,105/08/05,"106,107,950","306,863,197",27,40,2,35,22,1,33,1,"271,720,432",0,1,32,84,"1,818","2,605","26,380","33,497","1,908,214","59,631","15,144","1,924","1,000",400,400,0,0,0
105000068,105/08/02,"100,001,650","284,598,110",15,4,20,22,28,29,1,0,0,"248,503,825",2,38,126,"1,831","2,834","26,918","32,659","1,739,451","44,741","8,995","1,702","1,000",400,400,0,0,0
105000085,105/09/30,"219,368,850","661,433,520",48,4,10,31,38,40,5,0,0,"589,681,503",2,59,169,"3,404","5,051","56,108","65,428","2,009,624","68,122","15,855","2,164","1,000",400,400,0,0,0
105000084,105/09/27,"146,069,350","607,564,084",35,15,48,14,16,46,2,0,0,"540,780,653",1,49,115,"2,448","3,134","32,538","45,648","3,755,784","106,240","25,975","7,063","2,000",400,400,0,0,0
105000083,105/09/23,"207,309,100","607,994,033",1,43,33,29,31,2,40,0,0,"507,251,942",4,57,183,"3,516","4,494","46,004","65,306","2,829,917","118,423","24,208","7,033","2,000",400,400,0,0,0
105000082,105/09/20,"180,423,800","541,820,052",22,7,17,44,4,45,32,0,0,"459,800,479",0,63,157,"3,166","3,841","40,177","55,822",0,"104,278","24,520","6,980","2,000",400,400,"3,419,549",0,0
105000081,105/09/16,"193,195,700","513,106,290",34,31,49,30,17,23,36,0,0,"418,195,962",3,86,183,"3,514","4,485","45,093","63,680","2,165,268","90,648","22,735","6,823","2,000",400,400,0,0,0
105000080,105/09/13,"160,246,800","377,952,509",3,41,16,40,22,33,39,0,0,"295,663,655",2,65,191,"2,992","4,840","44,440","51,447","2,348,228","91,483","19,411","6,652","2,000",400,400,0,0,0
105000079,105/09/09,"90,644,150","212,027,902",41,12,1,44,36,35,21,0,0,"182,856,769",1,27,64,"1,426","2,108","21,129","27,404","1,699,984","62,962","17,708","2,185","1,000",400,400,0,0,0
105000078,105/09/06,"87,017,700","194,712,751",7,4,28,20,45,23,35,0,0,"162,173,620",2,26,60,"1,509","2,153","22,527","28,758","2,290,828","58,137","16,795","1,836","1,000",400,400,0,0,0
105000077,105/09/02,"83,375,900","171,519,478",9,45,46,11,20,21,42,0,0,"143,782,924",0,21,65,"1,324","1,674","17,204","26,195",0,"76,637","16,506","2,228","1,000",400,400,"3,070,092",0,0
105000093,105/10/28,"90,149,550","145,882,948",10,38,13,1,33,37,40,1,"116,077,893",0,0,43,69,"1,727","1,999","20,759","30,469",0,"37,802","15,705","1,725","1,000",400,400,"1,625,523",0,0
105000092,105/10/25,"87,996,950","126,266,137",34,15,25,27,33,5,43,0,0,"96,300,696",1,42,116,"1,669","2,223","21,114","31,198","1,515,031","36,072","8,707","1,664","1,000",400,400,0,0,0
105000091,105/10/21,"120,308,150","120,219,889",33,32,2,8,21,37,15,0,0,"77,867,815",3,35,99,"2,141","3,014","29,430","39,715","1,408,533","60,852","14,342","1,823","1,000",400,400,0,0,0
105000090,105/10/18,"105,134,950","84,280,544",44,15,14,47,16,24,21,0,0,"51,954,654",0,26,65,"1,572","2,057","22,284","29,811",0,"80,605","21,494","2,444","1,000",400,400,"2,095,753",0,0
105000089,105/10/14,"123,168,250","67,742,537",23,10,30,44,29,47,7,0,0,"26,456,322",2,45,116,"2,050","3,195","32,306","38,459","1,087,246","48,322","12,497","1,944","1,000",400,400,0,0,0
105000088,105/10/11,"344,131,800","910,534,380",37,39,2,8,13,14,38,2,"397,533,937",0,5,115,301,"6,383","8,318","83,534","116,092","1,213,249","52,749","13,435","1,742","1,000",400,400,0,0,0
105000087,105/10/07,"324,286,200","826,004,341",10,16,30,42,33,37,43,0,0,"721,261,890",1,114,287,"5,574","7,013","72,289","103,966","6,050,544","53,074","14,054","1,990","1,000",400,400,0,0,0
105000086,105/10/04,"268,995,450","737,629,000",23,11,30,35,44,40,7,0,0,"647,646,931",2,99,252,"4,571","6,874","69,767","84,405","2,382,140","48,124","12,603","1,910","1,000",400,400,0,0,0
105000102,105/11/29,"86,737,950","84,984,275",3,26,28,38,40,21,42,0,0,"57,511,135",0,28,75,"1,440","1,827","18,591","26,816",0,"59,391","14,781","2,117","1,000",400,400,"1,662,964",0,0
105000101,105/11/25,"88,127,500","71,155,337",3,28,42,1,37,22,10,0,0,"37,278,403",1,21,96,"1,501","2,608","26,356","27,784","4,529,647","69,160","10,085","1,773","1,000",400,400,0,0,0
105000100,105/11/22,"82,674,150","46,936,452",34,21,25,44,1,24,19,0,0,"19,607,932",0,31,62,"1,218","1,749","18,607","23,547",0,"51,987","17,329","2,425","1,000",400,400,"3,077,280",0,0
105000099,105/11/18,"88,646,250","130,923,116",26,6,18,25,34,24,19,1,"100,000,000",0,0,26,128,"1,825","2,570","23,884","30,510",0,"56,371","7,633","1,472","1,000",400,400,"1,465,670",0,0
105000098,105/11/15,"88,352,450","48,593,847",8,33,41,43,25,7,6,0,0,"19,244,586",1,30,58,"1,448","2,079","22,205","28,176","1,581,746","52,724","18,180","2,002","1,000",400,400,0,0,0
105000097,105/11/11,"90,050,350","133,778,917",8,28,7,32,2,22,20,1,"100,000,000",0,1,42,123,"2,152","2,804","24,113","33,569","2,935,429","33,786","7,691","1,208","1,000",400,400,0,0,0
105000096,105/11/08,"84,715,900","83,347,010",22,17,6,49,11,3,44,0,0,"55,202,514",0,25,86,"1,677","2,010","19,132","29,145",0,"60,655","11,754","1,657","1,000",400,400,"1,516,376",0,0
105000095,105/11/04,"87,158,550","68,429,613",49,38,2,3,17,28,21,0,0,"36,753,265",1,33,78,"1,508","1,986","20,210","28,506","4,646,339","48,117","13,571","1,930","1,000",400,400,0,0,0
105000094,105/11/01,"83,796,250","47,713,460",11,10,49,20,15,31,44,0,0,"17,433,960",0,48,86,"1,671","2,063","20,079","30,278",0,"29,852","11,107","1,572","1,000",400,400,"3,058,451",0,0
105000111,105/12/30,"103,473,800","200,755,882",37,6,7,47,35,38,12,0,0,"163,834,432",1,26,92,"1,718","2,715","29,010","32,447","3,404,963","68,337","12,875","1,896","1,000",400,400,0,0,0
105000110,105/12/27,"95,811,300","175,103,583",40,26,29,10,31,25,2,0,0,"142,217,096",0,35,100,"1,781","2,464","25,003","32,736",0,"46,519","10,854","1,676","1,000",400,400,"1,628,196",0,0
105000109,105/12/23,"95,651,150","155,666,608",38,42,23,28,41,8,30,0,0,"122,407,368",1,29,89,"1,996","2,394","23,818","35,454","1,590,319","54,838","11,912","1,460","1,000",400,400,0,0,0
105000108,105/12/20,"90,842,050","131,926,409",35,36,46,1,29,44,6,0,0,"103,058,476",2,14,58,"1,487","1,922","21,262","26,597","866,925","123,846","19,929","2,137","1,000",400,400,0,0,0
105000107,105/12/16,"89,896,150","120,841,826",25,36,42,19,11,34,8,0,0,"81,963,282",2,22,82,"1,546","2,364","24,530","27,557","5,084,242","71,574","12,801","1,867","1,000",400,400,0,0,0
105000106,105/12/13,"92,032,000","99,939,204",36,29,49,39,33,19,6,0,0,"62,805,103",0,39,85,"1,747","2,100","22,591","28,838",0,"42,993","13,151","1,759","1,000",400,400,"8,593,841",0,0
105000105,105/12/09,"92,157,050","77,678,966",12,38,42,49,44,28,2,0,0,"42,404,523",0,32,86,"1,533","2,287","22,048","28,289",0,"52,996","13,146","2,028","1,000",400,400,"6,917,081",0,0
105000104,105/12/06,"90,216,750","53,050,991",46,41,30,32,27,44,42,0,0,"21,771,382",0,34,65,"1,504","1,753","18,110","26,996",0,"52,630","18,353","2,181","1,000",400,400,"5,221,207",0,0
105000103,105/12/02,"89,419,750","129,323,235",5,25,34,26,49,40,47,1,"100,000,000",0,0,27,61,"1,402","1,785","18,290","26,499",0,"65,511","19,331","2,313","1,000",400,400,"3,431,779",0,0
106000012,106/01/31,"371,467,400","280,820,408",11,4,33,16,46,28,17,0,0,"153,854,115",3,166,362,"7,192","9,776","95,620","125,842","2,118,925","38,293","11,706","1,620","1,000",400,400,0,0,0
106000011,106/01/30,"344,924,350","189,708,392",26,10,29,19,45,43,20,0,0,"76,513,338",2,124,265,"6,143","7,966","80,816","111,508","3,144,383","50,715","15,820","1,876","1,000",400,400,0,0,0
106000010,106/01/29,"427,629,200","249,740,611",9,22,3,8,14,12,46,3,"33,333,333",0,4,216,381,"10,581","10,367","100,712","168,705","1,755,933","32,517","12,290","1,216","1,000",400,400,0,0,0
106000009,106/01/28,"432,233,150","245,844,277",32,25,19,20,30,1,2,1,"100,000,000",0,3,165,394,"7,715","11,139","112,434","139,368","2,517,368","45,770","12,778","1,794","1,000",400,400,0,0,0
106000008,106/01/27,"514,947,450","388,359,518",1,5,49,7,35,31,42,1,"217,869,179",0,2,199,417,"9,682","11,919","118,938","173,253","4,632,770","46,560","14,813","1,754","1,000",400,400,0,0,0
106000007,106/01/24,"105,640,100","141,660,553",33,9,48,1,17,31,49,0,0,"105,138,421",2,32,114,"1,868","2,550","24,446","34,667","1,813,246","59,825","11,195","1,878","1,000",400,400,0,0,0
106000006,106/01/20,"99,083,450","115,511,986",1,16,5,31,41,18,13,0,0,"81,846,417",0,33,82,"1,821","2,610","25,496","32,882",0,"51,881","13,919","1,723","1,000",400,400,"1,712,081",0,0
106000005,106/01/17,"96,864,600","95,686,599",40,28,12,4,34,17,7,0,0,"61,016,089",1,47,95,"2,000","2,952","27,889","34,204","1,529,179","32,535","10,731","1,401","1,000",400,400,0,0,0
106000004,106/01/13,"93,157,400","73,016,985",19,25,27,21,38,14,22,0,0,"42,411,069",1,37,73,"1,681","2,075","21,720","30,531","1,695,670","45,828","15,485","1,849","1,000",400,400,0,0,0
106000003,106/01/10,"96,044,700","54,944,266",37,14,4,46,13,39,31,0,0,"21,780,415",1,26,80,"1,628","2,204","22,022","29,939","3,909,852","68,852","14,918","2,015","1,000",400,400,0,0,0
106000002,106/01/06,"114,286,950","251,941,902",35,32,12,40,14,43,17,1,"214,873,536",0,0,29,105,"1,757","2,623","27,953","34,314",0,"73,092","13,458","2,211","1,000",400,400,"2,119,681",0,0
106000001,106/01/03,"105,955,200","222,109,792",18,41,47,49,22,42,45,0,0,"189,084,080",2,32,97,"1,707","2,246","23,455","30,147","1,037,656","64,853","14,263","2,228","1,000",400,400,0,0,0
106000021,106/02/28,"108,020,950","155,206,639",19,43,30,14,15,6,31,0,0,"114,999,535",0,25,79,"1,654","2,435","25,139","32,497",0,"81,413","17,175","2,256","1,000",400,400,"7,594,058",0,0
106000020,106/02/24,"95,525,600","125,852,157",47,35,38,12,16,41,1,0,0,"90,236,386",0,46,76,"1,805","2,312","24,244","30,178",0,"37,119","14,978","1,734","1,000",400,400,"5,558,731",0,0
106000019,106/02/21,"99,610,250","104,191,547",48,39,32,15,8,10,43,0,0,"69,461,842",0,34,70,"1,778","2,323","22,572","32,929",0,"53,403","17,292","1,872","1,000",400,400,"3,851,235",0,0
106000018,106/02/17,"102,797,150","79,143,568",46,49,23,21,16,6,39,0,0,"47,370,409",0,33,81,"1,624","2,115","21,833","29,413",0,"61,681","16,753","2,297","1,000",400,400,"2,035,501",0,0
106000017,106/02/14,"108,346,800","59,590,740",10,37,11,21,28,23,24,0,0,"22,605,136",2,42,101,"2,222","2,622","26,231","38,776","928,978","44,237","12,263","1,532","1,000",400,400,0,0,0
106000016,106/02/10,"111,126,600","141,811,839",24,7,11,12,15,26,6,1,"100,000,000",0,8,63,184,"2,712","3,705","32,327","45,087","198,367","25,189","5,749","1,072","1,000",400,400,0,0,0
106000015,106/02/07,"205,000,200","167,841,744",19,32,6,18,23,49,21,1,"100,000,000",0,4,77,197,"3,774","4,985","49,029","66,588","922,774","47,936","12,491","1,793","1,000",400,400,0,0,0
106000014,106/02/03,"264,199,050","191,525,503",11,2,25,33,30,29,20,2,"50,000,000",0,1,97,234,"5,054","7,672","70,367","89,535","4,420,600","45,573","12,594","1,603","1,000",400,400,0,0,0
106000013,106/02/01,"351,686,700","347,281,800",4,43,9,47,32,11,44,1,"233,460,969",0,2,135,254,"6,064","7,750","82,013","109,555","3,271,514","48,466","17,173","1,978","1,000",400,400,0,0,0
106000030,106/03/31,"93,745,750","145,409,609",38,22,24,17,18,25,39,0,0,"109,526,462",0,30,67,"1,624","2,074","21,339","29,582",0,"58,235","17,383","1,972","1,000",400,400,"7,326,016",0,0
106000029,106/03/28,"97,171,900","123,099,813",32,42,44,22,37,21,38,0,0,"88,270,496",0,17,71,"1,415","2,223","23,002","28,488",0,"108,090","17,253","2,380","1,000",400,400,"5,578,951",0,0
106000028,106/03/24,"99,350,600","98,716,454",41,49,39,24,36,45,22,0,0,"65,913,849",0,32,60,"1,579","2,007","21,835","28,800",0,"60,715","21,587","2,255","1,000",400,400,"3,741,419",0,0
106000027,106/03/21,"97,747,950","74,154,611",32,16,43,44,27,8,7,0,0,"42,275,114",0,31,83,"1,632","2,261","24,175","29,638",0,"58,016","14,445","2,020","1,000",400,400,"1,798,510",0,0
106000026,106/03/17,"98,499,900","58,288,056",4,25,17,40,44,36,8,0,0,"20,393,239",1,32,113,"2,082","2,719","27,367","31,433","5,789,267","52,379","9,888","1,475","1,000",400,400,0,0,0
106000025,106/03/14,"118,296,950","254,876,671",32,33,20,39,17,15,21,1,"214,282,376",0,0,44,107,"2,219","2,645","26,947","38,649",0,"49,336","13,525","1,793","1,000",400,400,"4,113,111",0,0
106000024,106/03/10,"108,697,350","224,023,058",21,41,48,11,12,35,1,0,0,"187,871,033",0,35,125,"1,720","3,062","28,387","32,487",0,"55,494","10,359","2,070","1,000",400,400,"1,942,316",0,0
106000023,106/03/07,"106,934,400","199,547,495",22,41,31,6,12,44,2,0,0,"164,239,516",1,38,96,"1,781","2,556","26,966","33,179","1,931,995","50,841","13,416","1,988","1,000",400,400,0,0,0
106000022,106/03/03,"111,700,200","184,028,703",43,2,20,37,48,16,10,0,0,"140,733,575",1,36,83,"1,789","2,455","27,406","31,914","9,709,184","58,753","16,988","2,167","1,000",400,400,0,0,0
106000038,106/04/28,"92,597,450","152,714,417",3,1,31,42,19,32,43,0,0,"118,212,520",2,34,79,"1,436","1,968","21,236","28,657","3,242,991","51,182","14,685","2,221","1,000",400,400,0,0,0
106000037,106/04/25,"90,877,650","130,427,541",41,17,35,32,30,16,26,0,0,"97,040,041",0,40,60,"1,743","2,172","21,965","30,027",0,"40,520","18,009","1,704","1,000",400,400,"4,745,779",0,0
106000036,106/04/21,"88,412,500","109,443,311",28,39,22,15,5,23,25,0,0,"77,319,889",0,30,64,"1,601","2,250","22,688","31,139",0,"49,692","15,528","1,707","1,000",400,400,"3,124,945",0,0
106000035,106/04/18,"90,897,750","89,293,473",25,21,14,39,35,36,18,0,0,"59,182,255",0,29,84,"1,539","2,181","22,767","28,674",0,"56,351","12,969","1,946","1,000",400,400,"1,634,181",0,0
106000034,106/04/14,"93,931,000","74,187,139",29,2,3,42,4,23,14,0,0,"39,299,711",1,31,86,"1,683","2,750","26,399","32,575","3,230,113","49,011","11,777","1,655","1,000",400,400,0,0,0
106000033,106/04/11,"93,795,950","51,587,772",40,22,9,47,36,31,8,0,0,"20,814,323",0,18,78,"1,420","2,151","24,448","27,862",0,"95,042","14,621","2,208","1,000",400,400,"1,710,766",0,0
106000032,106/04/07,"106,966,500","197,542,382",31,23,37,49,19,32,26,1,"153,655,360",0,2,30,98,"1,872","2,531","25,509","33,288","5,476,524","65,563","13,380","1,926","1,000",400,400,0,0,0
106000031,106/04/04,"95,007,950","169,106,850",5,34,43,17,33,44,4,0,0,"129,724,665",0,30,95,"1,581","2,614","25,741","29,188",0,"55,337","11,650","1,925","1,000",400,400,"8,986,142",0,0
106000047,106/05/30,"178,859,300","405,333,005",7,30,31,19,14,39,40,1,"347,897,340",0,2,61,133,"2,986","3,849","39,139","56,975","1,682,340","55,158","16,865","2,065","1,000",400,400,0,0,0
106000046,106/05/26,"168,551,000","365,131,338",35,16,8,14,21,19,20,0,0,"306,960,390",1,59,153,"3,548","4,324","43,302","59,385","2,838,255","48,106","12,367","1,466","1,000",400,400,0,0,0
106000045,106/05/23,"142,518,200","320,259,433",2,15,10,22,26,32,42,0,0,"272,428,288",2,45,127,"2,850","3,276","31,987","51,149","1,255,638","55,806","13,182","1,615","1,000",400,400,0,0,0
106000044,106/05/19,"104,376,200","275,605,017",16,21,15,46,28,23,14,0,0,"241,874,423",1,31,80,"1,689","2,188","23,008","33,956","1,945,998","62,774","16,216","2,112","1,000",400,400,0,0,0
106000043,106/05/16,"93,410,950","251,123,363",6,7,14,46,29,5,24,0,0,"218,198,107",1,33,75,"1,913","2,495","23,580","35,435","1,516,501","45,954","13,480","1,453","1,000",400,400,0,0,0
106000042,106/05/12,"101,483,700","235,408,781",35,9,2,25,18,22,14,0,0,"199,747,341",1,46,111,"2,214","2,805","25,928","37,577","1,656,542","36,011","9,949","1,371","1,000",400,400,0,0,0
106000041,106/05/09,"98,489,700","212,248,153",16,17,21,40,20,32,15,0,0,"179,592,746",2,40,100,"1,848","2,519","23,870","31,578","884,134","44,206","11,788","1,754","1,000",400,400,0,0,0
106000040,106/05/05,"96,803,850","192,785,941",19,49,9,1,34,18,11,0,0,"158,078,818",1,34,98,"1,756","2,692","26,981","30,370","3,276,682","48,723","11,269","1,729","1,000",400,400,0,0,0
106000039,106/05/02,"93,937,550","169,878,172",27,39,24,36,23,14,13,0,0,"137,923,725",0,34,81,"1,656","2,506","24,592","30,803",0,"47,649","13,334","1,793","1,000",400,400,"1,620,099",0,0
106000056,106/06/30,"80,954,400","53,328,827",22,8,32,12,30,36,6,0,0,"14,016,379",1,52,102,"1,870","2,784","25,136","31,215","9,955,938","22,154","7,529","1,129","1,000",400,400,0,0,0
106000055,106/06/27,"93,195,100","212,175,549",11,33,47,49,46,34,38,1,"174,599,083",0,0,34,84,"1,462","2,570","23,735","26,829",0,"50,226","13,553","2,141","1,000",400,400,"8,803,907",0,0
106000054,106/06/23,"93,065,200","190,989,728",2,41,42,12,34,8,7,0,0,"153,822,039",0,32,74,"1,577","2,390","25,119","30,053",0,"50,113","14,447","1,864","1,000",400,400,"7,096,205",0,0
106000053,106/06/20,"94,864,650","169,982,068",12,33,1,44,29,30,19,0,0,"134,311,286",0,29,78,"1,626","2,202","24,420","30,902",0,"57,609","14,279","1,883","1,000",400,400,"5,492,582",0,0
106000052,106/06/16,"109,677,900","152,164,076",15,26,36,45,21,1,10,0,0,"113,984,614",0,38,107,"1,742","2,719","29,227","32,614",0,"51,895","12,286","2,075","1,000",400,400,"3,821,897",0,0
106000051,106/06/13,"103,743,000","124,543,510",36,2,43,4,17,22,40,0,0,"89,991,380",0,34,90,"2,029","2,509","23,798","35,499",0,"54,407","13,702","1,671","1,000",400,400,"1,849,851",0,0
106000050,106/06/09,"107,335,200","101,071,596",31,37,24,46,32,26,1,0,0,"67,484,860",1,29,72,"1,667","2,149","23,614","31,450","2,091,585","72,123","19,366","2,300","1,000",400,400,0,0,0
106000049,106/06/06,"104,133,100","77,650,754",48,32,16,25,14,36,12,0,0,"42,037,236",1,41,77,"1,986","2,676","28,185","34,131","1,780,248","43,420","15,413","1,643","1,000",400,400,0,0,0
106000048,106/06/02,"103,577,550","56,967,652",8,23,7,3,31,30,32,0,0,"20,377,549",4,57,136,"2,526","2,952","26,447","38,806","418,716","29,383","8,210","1,215","1,000",400,400,0,0,0
106000064,106/07/28,"82,444,950","64,833,838",11,22,13,39,18,38,3,0,0,"32,780,385",0,34,85,"1,534","2,262","22,647","27,723",0,"42,599","10,954","2,000","1,000",400,400,"4,195,968",0,0
106000063,106/07/25,"81,093,050","47,009,631",11,23,33,30,2,42,7,0,0,"15,813,624",0,19,82,"1,591","2,452","23,770","27,463",0,"71,049","10,583","2,000","1,000",400,400,"2,851,042",0,0
106000062,106/07/21,"84,338,000","127,075,911",42,24,12,32,47,2,29,2,"50,000,000",0,0,24,68,"1,538","1,716","18,495","26,155",0,"71,683","16,264","2,000","1,000",400,400,"1,597,523",0,0
106000061,106/07/18,"83,295,400","65,416,507",21,42,14,13,29,48,11,0,0,"36,661,287",2,16,51,"1,305","1,902","20,631","25,956","1,453,038","102,806","20,734","2,000","1,000",400,400,0,0,0
106000060,106/07/14,"84,269,400","47,190,864",18,19,25,32,16,26,22,0,0,"17,392,416",0,34,95,"1,475","2,431","23,659","27,840",0,"43,668","10,046","2,000","1,000",400,400,"1,378,667",0,0
106000059,106/07/11,"88,357,900","135,646,274",19,39,23,6,16,33,7,1,"100,000,000",0,1,35,118,"1,933","2,832","26,984","32,754","2,881,042","37,774","7,202","2,000","1,000",400,400,0,0,0
106000058,106/07/07,"82,581,500","76,296,871",18,49,30,42,40,44,8,0,0,"50,993,090",0,18,42,"1,212","1,612","18,774","21,855",0,"91,854","26,244","2,500","1,000",400,400,"1,653,373",0,0
106000057,106/07/04,"78,841,100","57,378,984",27,21,30,28,35,4,42,0,0,"30,877,046",2,34,68,"1,566","1,961","18,100","27,662","692,904","40,759","13,586","1,622","1,000",400,400,0,0,0
106000073,106/08/29,"108,184,150","248,156,183",31,25,49,18,5,48,44,0,0,"213,754,776",0,32,77,"1,902","2,225","22,845","33,718",0,"69,844","18,659","2,000","1,000",400,400,"2,075,380",0,0
106000072,106/08/25,"103,792,550","226,007,909",31,1,4,24,19,28,49,0,0,"187,573,059",2,39,85,"1,880","2,560","24,683","35,103","2,496,582","50,057","14,764","2,000","1,000",400,400,0,0,0
106000071,106/08/22,"94,262,050","197,082,440",10,13,36,4,45,44,5,0,0,"164,703,729",0,37,111,"1,502","2,286","24,667","27,441",0,"50,425","10,805","2,000","1,000",400,400,"3,180,352",0,0
106000070,106/08/18,"93,588,150","176,991,714",10,7,12,38,47,35,23,0,0,"142,847,820",0,30,123,"1,845","2,756","26,009","33,212",0,"51,974","8,149","2,000","1,000",400,400,"1,447,872",0,0
106000069,106/08/15,"86,514,050","154,242,979",27,28,33,13,42,16,11,0,0,"124,582,350",1,36,82,"1,486","2,335","23,656","26,918","1,489,232","44,549","12,573","2,000","1,000",400,400,0,0,0
106000068,106/08/11,"88,640,650","140,054,374",18,37,9,8,27,2,33,0,0,"105,795,111",3,40,92,"2,013","2,439","23,282","33,205","944,293","36,013","10,065","2,000","1,000",400,400,0,0,0
106000067,106/08/08,"87,331,500","118,962,853",6,27,9,46,34,23,20,0,0,"88,920,361",0,35,75,"1,599","2,213","22,399","28,828",0,"46,007","13,802","2,000","1,000",400,400,"1,495,249",0,0
106000066,106/08/04,"86,633,950","98,485,988",16,45,15,26,27,39,37,0,0,"70,057,213",1,36,68,"1,358","2,182","21,050","26,754","1,592,201","47,629","16,210","2,000","1,000",400,400,0,0,0
106000065,106/08/01,"81,740,600","82,751,089",30,47,2,21,42,12,31,0,0,"49,970,976",1,60,88,"2,052","1,929","19,213","27,731","5,558,636","24,458","10,720","2,000","1,000",400,400,0,0,0
106000082,106/09/29,"83,730,600","106,235,757",14,36,3,33,16,21,20,0,0,"75,970,958",0,35,61,"1,655","2,030","20,449","28,732",0,"43,753","16,138","2,000","1,000",400,400,"2,736,573",0,0
106000081,106/09/26,"83,894,650","88,429,028",19,11,22,14,10,38,42,0,0,"58,032,035",0,36,75,"1,835","2,105","20,445","32,009",0,"39,325","12,134","2,000","1,000",400,400,"1,314,586",0,0
106000080,106/09/22,"86,734,450","67,323,609",39,47,49,18,35,43,44,0,0,"41,448,024",1,22,55,"1,251","1,762","17,974","23,600","1,799,049","88,065","22,645","2,000","1,000",400,400,0,0,0
106000079,106/09/19,"84,223,000","47,164,880",40,15,2,18,12,37,39,0,0,"18,752,317",2,21,69,"1,490","1,989","20,788","27,530","743,232","76,228","14,914","2,000","1,000",400,400,0,0,0
106000078,106/09/15,"86,803,700","134,174,867",33,16,3,37,8,11,35,1,"100,000,000",0,1,40,75,"1,972","2,427","22,634","33,920","2,926,257","34,330","11,770","2,000","1,000",400,400,0,0,0
106000077,106/09/12,"87,845,500","66,186,359",36,29,45,23,7,49,14,0,0,"37,822,420",0,28,92,"1,578","2,066","20,293","26,131",0,"63,504","12,424","2,000","1,000",400,400,"1,651,122",0,0
106000076,106/09/08,"85,992,900","50,205,392",13,19,29,15,42,8,25,0,0,"16,992,879",2,34,105,"1,705","2,395","22,220","31,850","1,698,182","42,665","8,881","2,000","1,000",400,400,0,0,0
