期別,開獎日,銷售金額,獎金總額,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,特別號,頭獎注數,頭獎獎金,頭獎累至次期獎金,貳獎注數,參獎注數,肆獎注數,伍獎注數,陸獎注數,柒獎注數,普獎注數,貳獎獎金,參獎獎金,肆獎獎金,伍獎獎金,陸獎獎金,柒獎獎金,普獎獎金,貳獎累至次期獎金,參獎累至次期獎金,肆獎累至次期獎金
107000104,107/12/14,"120,425,200","347,260,329",14,6,9,38,19,49,20,0,0,"304,430,016",4,44,111,"2,544","3,179","30,391","42,513","487,654","47,742","12,166","2,000","1,000",400,400,0,0,0
107000103,107/12/11,"112,482,650","321,144,101",7,15,47,21,27,12,48,0,0,"279,822,217",1,49,87,"2,509","2,522","24,817","41,907","3,784,804","41,086","14,876","2,000","1,000",400,400,0,0,0
107000102,107/12/07,"107,241,950","292,130,934",11,33,36,29,20,34,18,0,0,"256,238,457",0,36,77,"1,877","2,614","26,316","34,235",0,"57,297","17,221","2,000","1,000",400,400,"1,915,360",0,0
107000101,107/12/04,"103,246,450","269,848,053",3,12,6,20,17,16,14,0,0,"232,075,442",1,55,107,"2,364","2,746","25,159","39,587","1,588,964","31,112","10,280","2,000","1,000",400,400,0,0,0
108000009,108/01/29,"133,279,700","320,837,008",14,30,24,48,20,44,31,0,0,"278,822,790",1,42,96,"2,144","2,858","29,201","40,067","2,585,923","66,305","18,648","2,000","1,000",400,400,0,0,0
108000008,108/01/25,"124,824,600","290,963,711",10,45,15,14,20,3,2,0,0,"246,200,376",1,42,109,"2,200","3,284","31,950","40,981","4,106,716","55,075","13,642","2,000","1,000",400,400,0,0,0
108000007,108/01/22,"117,882,300","260,406,648",20,36,2,42,37,46,29,0,0,"219,103,168",0,30,103,"2,039","3,700","32,084","38,169",0,"70,314","13,165","2,000","1,000",400,400,"1,958,767",0,0
108000006,108/01/18,"110,402,700","231,542,213",30,10,4,45,39,5,14,0,0,"194,392,560",1,45,112,"1,873","2,747","27,818","35,282","1,956,013","46,810","12,090","2,000","1,000",400,400,0,0,0
108000005,108/01/15,"109,107,550","209,734,051",12,40,38,20,41,30,10,0,0,"169,716,701",1,33,173,"2,055","3,787","32,346","36,385","1,671,203","54,538","6,687","2,000","1,000",400,400,0,0,0
108000004,108/01/11,"106,519,050","187,871,333",42,22,31,20,34,13,9,0,0,"148,633,823",2,26,107,"1,879","3,081","29,041","35,142","1,802,192","73,065","11,413","2,000","1,000",400,400,0,0,0
108000003,108/01/08,"99,581,100","158,928,531",39,19,43,21,28,4,18,0,0,"126,380,280",0,33,67,"1,806","2,185","22,863","31,274",0,"60,059","19,016","2,000","1,000",400,400,"1,840,385",0,0
108000002,108/01/04,"95,802,100","135,747,495",47,8,20,48,7,6,30,0,0,"103,163,115",1,24,96,"1,662","2,522","23,361","31,925","1,669,770","74,925","12,041","2,000","1,000",400,400,0,0,0
108000001,108/01/01,"91,627,350","112,561,368",42,25,18,24,23,39,48,0,0,"82,098,319",1,37,91,"1,723","2,029","20,201","30,828","1,652,606","48,100","12,572","2,000","1,000",400,400,0,0,0
108000024,108/02/26,"127,183,600","292,100,079",34,38,42,17,22,6,20,1,"249,454,932",0,1,37,114,"2,249","3,056","31,687","40,358","2,265,303","65,933","13,756","2,000","1,000",400,400,0,0,0
108000023,108/02/22,"125,040,600","263,212,097",48,43,22,20,45,6,11,0,0,"220,877,263",3,30,121,"1,900","2,715","31,053","35,642","1,635,471","85,936","13,697","2,000","1,000",400,400,0,0,0
108000022,108/02/19,"138,757,800","236,685,323",43,24,4,3,1,32,37,0,0,"190,676,880",0,44,94,"2,291","3,214","33,158","44,979",0,"61,494","18,504","2,000","1,000",400,400,"2,512,481",0,0
108000021,108/02/15,"248,761,950","240,092,992",40,1,46,44,3,48,2,0,0,"158,980,955",2,77,208,"4,134","5,936","61,156","74,178","2,306,495","64,517","15,353","2,000","1,000",400,400,0,0,0
108000020,108/02/12,"190,672,850","166,110,788",16,45,30,19,11,29,1,0,0,"100,786,300",3,61,151,"3,308","4,968","51,646","59,957","1,095,284","58,010","15,065","2,000","1,000",400,400,0,0,0
108000019,108/02/10,"270,856,300","155,850,975",47,14,22,8,5,19,24,0,0,"59,333,992",3,97,232,"5,183","6,385","66,301","90,124","2,958,250","52,217","14,035","2,000","1,000",400,400,0,0,0
108000018,108/02/09,"270,892,700","199,075,501",18,30,19,6,8,20,22,1,"100,000,000",0,0,136,300,"5,942","7,609","71,344","98,733",0,"33,031","9,626","2,000","1,000",400,400,"4,171,447",0,0
108000017,108/02/08,"320,601,450","316,705,329",42,14,36,13,32,8,5,1,"204,965,634",0,2,121,324,"5,924","8,633","85,656","105,285","2,687,080","47,831","11,483","2,000","1,000",400,400,0,0,0
108000016,108/02/07,"303,921,000","239,994,586",40,21,7,33,29,41,8,0,0,"137,168,517",2,96,243,"5,383","7,456","77,584","96,955","2,670,140","59,906","15,214","2,000","1,000",400,400,0,0,0
108000015,108/02/06,"327,504,500","190,654,429",17,29,32,23,39,28,12,0,0,"69,798,826",8,103,320,"6,262","8,768","86,031","106,444","1,598,092","57,848","11,970","2,000","1,000",400,400,0,0,0
108000014,108/02/05,"385,433,650","342,221,358",18,45,13,34,30,49,33,1,"217,864,146",0,0,133,350,"6,336","8,983","90,708","115,842",0,"58,719","14,344","2,000","1,000",400,400,"7,251,909",0,0
108000013,108/02/04,"345,287,200","241,689,588",24,34,6,32,36,8,49,0,0,"126,378,514",2,124,300,"6,293","7,875","78,636","115,657","3,093,435","53,732","14,277","2,000","1,000",400,400,0,0,0
108000012,108/02/03,"232,918,050","130,434,108",12,37,36,28,40,24,6,0,0,"48,328,756",4,81,263,"4,642","6,509","61,578","77,681","957,734","50,933","10,084","2,000","1,000",400,400,0,0,0
108000011,108/02/02,"215,838,350","457,609,508",22,46,49,35,7,2,41,1,"387,277,514",0,2,65,173,"3,745","4,736","47,880","69,651","2,003,009","66,371","16,031","2,000","1,000",400,400,0,0,0
108000010,108/02/01,"262,178,900","425,642,974",21,41,32,10,17,20,34,0,0,"336,740,032",1,86,212,"4,498","6,577","66,495","85,046","4,591,000","57,490","14,992","2,000","1,000",400,400,0,0,0
108000033,108/03/29,"87,636,450","132,344,795",1,12,49,3,29,16,4,1,"100,000,000",0,1,26,119,"1,826","2,606","24,505","31,530","1,326,286","54,934","7,715","2,000","1,000",400,400,0,0,0
108000032,108/03/26,"89,501,450","137,774,702",14,6,24,19,13,38,26,1,"100,000,000",0,1,40,112,"1,946","2,620","24,736","32,008","6,160,311","36,594","8,401","2,000","1,000",400,400,0,0,0
108000031,108/03/22,"90,020,250","76,774,120",37,12,1,47,41,16,36,0,0,"45,336,106",0,27,72,"1,444","1,894","19,957","26,957",0,"69,646","16,789","2,000","1,000",400,400,"4,801,083",0,0
108000030,108/03/19,"92,610,350","53,069,164",7,16,48,36,17,47,49,0,0,"23,307,840",0,25,73,"1,469","1,952","19,750","26,619",0,"79,587","17,521","2,000","1,000",400,400,"3,054,940",0,0
108000029,108/03/15,"94,596,550","137,742,648",5,12,28,20,36,10,15,1,"100,000,000",0,0,50,118,"2,528","3,103","27,397","38,687",0,"26,004","7,083","2,000","1,000",400,395,"1,207,368",0,0
108000028,108/03/12,"96,270,300","76,212,925",5,22,7,37,40,45,12,0,0,"39,029,827",2,43,83,"1,647","2,679","27,670","31,146","2,438,160","39,740","13,235","2,000","1,000",400,400,0,0,0
108000027,108/03/08,"89,336,400","51,810,878",31,3,48,11,15,25,36,0,0,"19,012,014",0,38,76,"1,641","2,167","22,894","30,591",0,"42,709","13,728","2,000","1,000",400,400,"3,289,543",0,0
108000026,108/03/05,"96,325,350","131,455,340",13,42,12,43,16,21,39,1,"100,000,000",0,0,36,69,"1,527","2,250","23,462","29,576",0,"53,322","17,884","2,000","1,000",400,400,"1,782,494",0,0
108000025,108/03/01,"95,089,800","53,250,288",27,8,45,40,14,1,34,0,0,"21,855,368",1,25,62,"1,765","2,055","21,644","30,887","1,732,437","74,628","19,344","2,000","1,000",400,400,0,0,0
108000042,108/04/30,"98,511,400","222,593,495",24,49,47,1,19,4,36,0,0,"187,085,909",0,39,79,"1,688","2,348","23,742","30,287",0,"49,952","15,852","2,000","1,000",400,400,"4,971,444",0,0
108000041,108/04/26,"91,835,850","196,074,336",37,29,8,24,48,44,6,0,0,"164,264,667",0,41,69,"1,621","2,255","23,202","27,273",0,"43,948","16,787","2,000","1,000",400,400,"3,162,444",0,0
108000040,108/04/23,"90,654,150","175,135,532",30,14,8,16,18,35,36,0,0,"143,156,985",0,29,77,"1,947","2,130","22,308","32,268",0,"55,304","13,390","2,000","1,000",400,400,"1,489,275",0,0
108000039,108/04/19,"88,255,000","152,924,156",29,24,11,45,4,32,49,0,0,"124,369,208",1,36,65,"1,546","1,955","18,907","28,411","1,654,159","49,483","17,618","2,000","1,000",400,400,0,0,0
108000038,108/04/16,"84,945,050","134,639,199",1,41,23,14,36,39,4,0,0,"103,501,356",1,40,82,"1,654","2,262","22,196","27,477","3,153,688","38,727","12,144","2,000","1,000",400,400,0,0,0
108000037,108/04/12,"89,741,200","113,971,423",32,26,34,46,45,12,14,0,0,"85,354,734",0,15,85,"1,440","1,988","20,650","26,847",0,"123,145","13,970","2,000","1,000",400,400,"1,715,237",0,0
108000036,108/04/09,"89,949,900","94,314,651",45,44,10,36,37,46,48,0,0,"63,716,351",1,36,72,"1,560","2,256","20,507","26,738","3,323,036","50,746","16,311","2,000","1,000",400,400,0,0,0
108000035,108/04/05,"82,976,250","68,261,663",28,38,49,29,43,11,22,0,0,"42,316,037",0,23,64,"1,234","1,765","19,448","23,572",0,"76,165","17,596","2,000","1,000",400,400,"1,626,670",0,0
108000034,108/04/02,"88,155,400","49,367,024",28,5,40,38,47,41,25,0,0,"21,794,963",1,24,68,"1,294","1,945","20,374","25,263","1,727,649","77,522","17,589","2,000","1,000",400,400,0,0,0
108000051,108/05/31,"151,521,200","110,995,643",21,8,15,36,31,46,18,0,0,"59,449,442",3,46,115,"3,206","3,512","36,290","49,488","880,027","61,807","15,893","2,000","1,000",400,400,0,0,0
108000050,108/05/28,"138,590,800","79,842,971",3,22,40,11,38,36,7,0,0,"26,143,771",4,57,140,"3,127","3,773","37,781","51,472","1,076,123","39,154","10,247","2,000","1,000",400,400,0,0,0
108000049,108/05/24,"122,876,000","398,178,422",19,21,29,39,12,13,41,1,"357,526,957",0,0,52,90,"2,341","2,553","25,880","42,208",0,"46,227","17,170","2,000","1,000",400,400,"2,232,123",0,0
108000048,108/05/21,"118,083,850","367,399,687",46,18,7,41,32,10,42,0,0,"329,367,862",1,39,86,"1,952","2,623","27,732","35,612","2,227,053","61,496","17,927","2,000","1,000",400,400,0,0,0
108000047,108/05/17,"111,836,600","343,759,161",45,12,23,2,21,7,10,0,0,"301,272,731",2,43,134,"2,421","3,641","32,986","40,969","798,313","39,987","8,248","2,000","1,000",400,400,0,0,0
108000046,108/05/14,"112,649,950","317,514,312",40,15,9,28,27,43,45,0,0,"281,130,665",2,34,86,"1,915","2,403","24,740","35,984","1,058,244","67,038","17,037","2,000","1,000",400,400,0,0,0
108000045,108/05/10,"109,401,100","293,599,715",37,27,31,33,11,17,12,0,0,"254,430,340",1,50,100,"2,072","2,908","31,066","37,102","1,751,452","37,723","12,125","2,000","1,000",400,400,0,0,0
108000044,108/05/07,"103,469,500","274,724,712",35,29,2,23,14,43,22,0,0,"232,335,099",2,40,95,"2,016","2,685","25,993","33,960","4,279,134","47,678","12,905","2,000","1,000",400,400,0,0,0
108000043,108/05/03,"99,573,250","247,818,373",6,7,19,32,31,40,15,0,0,"209,994,429",0,27,79,"1,678","2,373","24,463","30,774",0,"72,429","15,913","2,000","1,000",400,400,"6,787,363",0,0
108000059,108/06/28,"116,673,950","329,456,969",33,26,9,13,15,31,10,0,0,"282,795,450",0,58,109,"2,221","3,023","30,190","38,377",0,"36,744","12,569","2,000","1,000",400,400,"8,268,472",0,0
108000058,108/06/25,"107,246,750","297,895,734",38,31,36,8,45,20,33,0,0,"257,830,049",0,40,86,"1,903","2,521","25,062","35,023",0,"51,970","15,539","2,000","1,000",400,400,"6,289,508",0,0
108000057,108/06/21,"138,686,250","285,330,700",30,31,32,12,26,7,13,0,0,"233,478,362",0,47,123,"2,942","3,711","35,533","49,411",0,"50,774","12,472","2,000","1,000",400,400,"4,359,192",0,0
108000056,108/06/18,"128,056,800","250,197,274",16,29,5,45,27,33,28,0,0,"205,523,168",0,46,145,"2,482","3,415","32,725","43,175",0,"50,176","10,232","2,000","1,000",400,400,"2,143,232",0,0
108000055,108/06/14,"127,499,300","229,977,000",10,37,12,24,22,6,3,0,0,"178,485,466",1,75,185,"3,029","4,185","36,607","48,290","4,161,985","25,384","6,615","2,000","1,000",400,400,0,0,0
108000054,108/06/11,"127,639,900","197,458,758",40,39,42,32,31,6,28,0,0,"156,183,264",0,29,125,"2,001","3,194","31,463","37,161",0,"88,906","13,259","2,000","1,000",400,400,"2,394,128",0,0
108000053,108/06/07,"161,517,250","179,097,065",38,18,22,27,30,26,45,0,0,"125,980,414",1,40,109,"2,902","3,692","37,329","51,235","2,959,323","79,674","18,795","2,000","1,000",400,400,0,0,0
108000052,108/06/04,"147,448,700","142,020,714",23,5,6,48,19,43,7,0,0,"88,647,405",2,63,147,"2,889","4,034","41,318","51,562","1,157,236","39,563","10,900","2,000","1,000",400,400,0,0,0
108000068,108/07/30,"82,571,800","47,794,602",35,12,21,33,4,24,42,0,0,"18,338,814",1,30,61,"1,612","1,991","18,554","28,098","3,008,080","52,183","16,498","2,000","1,000",400,400,0,0,0
108000067,108/07/26,"85,673,850","128,368,077",48,36,4,41,40,11,49,1,"100,000,000",0,0,30,84,"1,617","1,982","19,725","27,394",0,"55,798","12,810","2,000","1,000",400,400,"1,554,394",0,0
108000066,108/07/23,"83,025,300","85,839,068",12,14,37,42,47,35,6,0,0,"57,902,334",1,31,74,"1,293","1,820","20,390","23,882","3,018,305","55,050","14,825","2,000","1,000",400,400,0,0,0
108000065,108/07/19,"82,924,850","66,263,154",12,33,39,26,17,35,10,0,0,"37,911,253",0,36,82,"1,556","2,021","21,522","26,600",0,"42,886","12,103","2,000","1,000",400,400,"1,433,647",0,0
108000064,108/07/16,"84,702,000","47,433,120",37,31,30,15,48,39,8,0,0,"19,825,238",1,28,78,"1,330","2,118","22,369","23,826","1,571,512","60,442","13,948","2,000","1,000",400,400,0,0,0
108000063,108/07/12,"156,323,100","459,611,641",19,37,47,18,14,12,30,1,"406,785,516",0,1,54,122,"2,749","3,739","37,952","51,970","2,751,783","54,878","15,615","2,000","1,000",400,400,0,0,0
108000062,108/07/09,"141,694,200","419,921,165",41,37,20,34,17,11,6,0,0,"372,070,705",4,45,137,"2,548","3,441","36,157","44,841","624,203","59,752","12,617","2,000","1,000",400,400,0,0,0
108000061,108/07/05,"135,629,950","383,812,948",32,46,33,11,38,17,15,0,0,"340,572,413",1,38,102,"2,158","2,931","30,886","41,146","2,593,043","73,487","17,599","2,000","1,000",400,400,0,0,0
108000060,108/07/02,"117,815,250","357,040,462",2,39,33,42,4,11,19,0,0,"307,860,176",1,45,110,"2,216","3,077","30,285","39,467","10,255,310","47,548","12,504","2,000","1,000",400,400,0,0,0
108000077,108/08/30,"95,204,500","240,545,324",42,6,26,44,48,35,7,0,0,"207,421,164",1,26,69,"1,596","2,235","24,440","28,629","3,403,668","71,776","17,386","2,000","1,000",400,400,0,0,0
108000076,108/08/27,"94,807,550","217,574,792",8,4,1,45,10,47,41,0,0,"185,560,030",0,21,72,"1,772","2,062","21,192","33,263",0,"85,680","16,065","2,000","1,000",400,400,"1,670,774",0,0
108000075,108/08/23,"94,178,200","194,219,887",42,5,17,43,21,19,16,0,0,"164,482,564",1,27,73,"1,494","2,016","20,469","28,741","1,823,366","72,726","17,292","2,000","1,000",400,400,0,0,0
108000074,108/08/20,"90,206,200","171,662,877",19,35,42,16,1,27,41,0,0,"141,480,095",2,36,66,"1,557","1,829","18,492","28,863","1,617,638","51,781","18,157","2,000","1,000",400,400,0,0,0
108000073,108/08/16,"88,161,850","150,036,455",31,45,8,7,33,41,39,0,0,"119,643,108",0,33,88,"1,602","2,214","22,284","29,740",0,"49,091","11,834","2,000","1,000",400,400,"1,504,297",0,0
108000072,108/08/13,"91,846,200","131,774,716",32,5,41,25,21,36,33,0,0,"100,665,819",2,18,67,"1,413","1,951","21,194","28,698","1,652,294","103,833","17,932","2,000","1,000",400,400,0,0,0
108000071,108/08/09,"81,628,150","104,688,918",4,18,26,13,48,41,33,0,0,"78,771,760",0,24,77,"1,259","1,876","19,253","23,692",0,"70,407","14,107","2,000","1,000",400,400,"1,569,084",0,0
108000070,108/08/06,"85,758,000","89,447,166",20,10,49,37,38,1,31,0,0,"58,977,154",1,27,67,"1,582","2,003","20,035","28,420","3,221,331","60,862","15,767","2,000","1,000",400,400,0,0,0
108000069,108/08/02,"83,458,700","65,075,686",48,49,46,34,5,42,14,0,0,"39,727,261",0,23,56,"1,297","1,735","18,097","22,714",0,"79,384","20,959","2,000","1,000",400,400,"1,695,425",0,0
108000085,108/09/27,"180,623,350","569,737,698",37,10,21,26,35,25,4,0,0,"506,663,252",1,49,189,"3,129","4,983","49,712","58,977","3,018,110","66,332","11,055","2,000","1,000",400,400,0,0,0
108000084,108/09/24,"171,829,200","526,138,534",39,18,20,22,16,2,21,0,0,"468,588,622",1,55,179,"3,022","4,228","41,995","54,976","3,065,656","60,026","11,856","2,000","1,000",400,400,0,0,0
108000083,108/09/20,"166,298,600","490,224,493",8,31,24,34,23,17,25,0,0,"429,914,182",4,70,192,"3,608","4,491","42,675","60,824","650,335","40,020","9,379","2,000","1,000",400,400,0,0,0
108000082,108/09/17,"175,195,350","458,002,085",41,40,48,29,12,18,24,0,0,"397,097,277",1,57,138,"2,868","4,106","43,283","53,723","6,571,932","60,746","16,129","2,000","1,000",400,400,0,0,0
108000081,108/09/13,"201,606,200","427,089,282",15,7,37,27,2,39,43,0,0,"356,535,981",0,61,204,"4,276","4,809","46,275","73,467",0,"59,260","11,391","2,000","1,000",400,400,"3,356,708",0,0
108000080,108/09/10,"179,257,150","377,676,107",12,17,20,38,29,3,47,0,0,"314,189,810",1,82,186,"4,059","4,160","40,694","67,078","2,924,818","38,412","10,886","2,000","1,000",400,400,0,0,0
108000079,108/09/06,"163,331,550","332,770,540",43,14,20,19,26,2,23,0,0,"277,292,103",1,64,135,"2,769","4,132","42,303","52,469","2,852,646","48,001","14,628","2,000","1,000",400,400,0,0,0
108000078,108/09/03,"149,665,350","291,233,760",32,25,11,13,33,48,31,0,0,"241,304,872",2,54,148,"2,636","3,791","35,831","47,739","1,342,951","53,565","12,563","2,000","1,000",400,400,0,0,0
108000094,108/10/29,"89,151,000","49,924,560",10,12,41,36,3,22,18,0,0,"18,079,163",1,33,80,"1,748","2,358","23,766","31,291","1,433,104","46,767","12,401","2,000","1,000",400,400,0,0,0
108000093,108/10/25,"88,798,650","131,889,092",3,26,8,36,14,16,41,1,"100,000,000",0,2,32,80,"1,960","2,223","22,189","32,387","706,999","47,586","12,236","2,000","1,000",400,400,0,0,0
108000092,108/10/22,"88,907,900","129,590,329",22,23,17,32,6,42,13,1,"100,000,000",0,1,39,54,"1,656","2,003","20,930","28,674","1,601,068","44,210","20,526","2,000","1,000",400,400,0,0,0
108000091,108/10/18,"236,631,800","852,777,990",36,40,39,32,23,3,49,1,"772,753,536",0,2,117,165,"4,989","5,100","51,300","82,261","2,080,370","38,297","17,457","2,000","1,000",400,400,0,0,0
108000090,108/10/15,"216,350,250","791,991,756",13,21,38,28,37,35,33,0,0,"720,264,182",2,70,195,"3,694","5,233","52,654","67,987","1,959,059","60,278","13,910","2,000","1,000",400,400,0,0,0
108000089,108/10/11,"186,416,400","735,973,938",7,37,21,17,12,30,49,0,0,"670,835,616",3,104,197,"4,240","4,179","41,058","68,598","1,037,221","32,221","10,935","2,000","1,000",400,400,0,0,0
108000088,108/10/08,"193,476,350","700,010,931",18,34,21,13,26,7,8,0,0,"631,580,754",2,71,204,"3,574","5,470","54,220","63,405","1,582,059","47,993","10,737","2,000","1,000",400,400,0,0,0
108000087,108/10/04,"211,072,950","661,936,313",48,23,33,10,21,42,41,0,0,"591,664,175",3,74,234,"3,605","5,308","51,988","66,095","1,266,409","55,290","11,240","2,000","1,000",400,400,0,0,0
108000086,108/10/01,"177,136,450","605,859,664",2,20,15,49,12,9,40,0,0,"543,735,461",4,74,174,"3,625","4,146","41,784","64,692","734,662","42,766","11,692","2,000","1,000",400,400,0,0,0
108000103,108/11/29,"106,005,550","247,497,991",21,30,10,24,45,35,22,0,0,"212,791,931",0,27,96,"1,627","2,191","23,711","30,777",0,"83,281","15,057","2,000","1,000",400,400,"3,771,725",0,0
108000102,108/11/26,"104,264,700","223,598,401",19,8,10,15,36,45,37,0,0,"186,451,147",0,37,109,"2,098","2,699","26,536","37,438",0,"49,006","10,694","2,000","1,000",400,400,"1,683,736",0,0
108000101,108/11/22,"98,954,650","200,702,583",3,23,18,26,24,49,32,0,0,"165,210,169",1,38,104,"1,736","2,600","25,381","32,018","3,426,768","48,600","11,415","2,000","1,000",400,400,0,0,0
108000100,108/11/19,"95,574,500","175,501,880",38,35,5,15,30,47,18,0,0,"143,576,106",0,23,88,"1,651","2,362","23,626","30,177",0,"80,154","13,467","2,000","1,000",400,400,"1,711,873",0,0
108000099,108/11/15,"96,197,550","155,240,722",44,16,11,3,26,6,31,0,0,"121,980,160",3,35,93,"2,002","2,248","22,135","34,076","544,574","50,268","12,161","2,000","1,000",400,400,0,0,0
108000098,108/11/12,"96,147,550","139,204,693",19,27,25,40,1,31,12,0,0,"101,370,094",1,21,74,"1,571","2,627","26,462","29,851","6,602,328","85,161","15,536","2,000","1,000",400,400,0,0,0
108000097,108/11/08,"94,781,950","114,190,877",9,47,3,26,40,1,15,0,0,"80,420,384",0,31,71,"1,522","2,209","22,123","28,939",0,"61,871","17,366","2,000","1,000",400,400,"4,941,681",0,0
108000096,108/11/05,"94,101,100","91,183,677",22,37,13,42,9,40,26,0,0,"57,952,309",0,35,91,"1,558","2,471","24,525","29,334",0,"51,132","12,642","2,000","1,000",400,400,"3,160,676",0,0
108000095,108/11/01,"91,877,450","69,530,535",41,42,33,23,15,12,11,0,0,"36,988,176",0,27,82,"1,655","2,500","26,669","29,785",0,"59,784","12,654","2,000","1,000",400,400,"1,498,885",0,0
108000112,108/12/31,"107,159,900","188,928,576",14,38,26,39,47,10,8,0,0,"150,233,931",0,25,92,"1,825","3,002","29,987","32,695",0,"79,197","13,834","2,000","1,000",400,400,"3,717,099",0,0
108000111,108/12/27,"99,209,300","158,898,495",17,25,18,32,45,43,5,0,0,"127,040,441",0,19,82,"1,523","2,287","24,708","28,599",0,"106,478","15,860","2,000","1,000",400,400,"1,878,591",0,0
108000110,108/12/24,"95,794,150","134,676,379",18,48,31,45,9,49,22,0,0,"103,341,287",1,35,77,"1,420","2,036","20,935","27,818","3,592,126","58,535","17,104","2,000","1,000",400,400,0,0,0
108000109,108/12/20,"92,455,300","109,800,193",28,16,46,21,22,32,24,0,0,"79,341,918",0,17,81,"1,595","2,067","22,220","29,085",0,"107,042","14,442","2,000","1,000",400,400,"1,689,737",0,0
108000108,108/12/17,"94,365,400","92,458,857",21,38,27,49,31,9,3,0,0,"58,025,225",1,38,77,"1,636","2,260","23,628","29,652","4,599,559","47,895","15,195","2,000","1,000",400,400,0,0,0
108000107,108/12/13,"94,422,600","74,869,429",12,49,7,26,31,37,17,0,0,"36,704,714",0,50,131,"2,311","3,201","27,237","35,619",0,"27,875","6,839","2,000","1,000",400,400,"2,909,519",0,0
108000106,108/12/10,"94,408,200","52,868,592",48,41,18,19,8,3,36,0,0,"20,377,485",0,34,82,"1,611","2,552","25,175","30,435",0,"51,162","13,637","2,000","1,000",400,400,"1,615,288",0,0
108000105,108/12/06,"98,387,300","294,561,440",24,22,16,23,41,18,39,1,"256,401,669",0,1,36,67,"1,767","2,333","22,851","31,959","7,228,593","53,094","18,339","2,000","1,000",400,400,0,0,0
108000104,108/12/03,"110,737,000","278,576,376",9,36,11,5,45,15,27,0,0,"234,010,841",0,47,118,"2,478","3,450","29,882","39,443",0,"38,539","9,868","2,000","1,000",400,400,"5,453,711",0,0
109000015,109/01/31,"201,643,450","266,408,319",16,19,49,32,28,14,1,0,0,"196,095,333",1,75,173,"3,544","4,753","49,269","62,312","7,348,188","52,683","14,682","2,000","1,000",400,400,0,0,0
109000014,109/01/30,"196,005,600","213,158,234",46,35,24,49,41,6,9,0,0,"149,808,849",0,67,150,"3,164","4,509","46,464","59,346",0,"59,136","16,980","2,000","1,000",400,400,"3,679,138",0,0
109000013,109/01/29,"233,721,100","186,410,089",14,15,1,4,9,49,32,0,0,"103,395,098",2,125,246,"5,201","5,690","55,968","85,070","1,897,240","32,690","10,678","2,000","1,000",400,400,0,0,0
109000012,109/01/28,"258,492,800","144,755,968",20,28,3,38,13,2,40,0,0,"55,526,273",2,116,203,"5,317","6,085","60,389","90,416","2,200,736","40,862","15,010","2,000","1,000",400,400,0,0,0
109000011,109/01/27,"271,906,500","222,330,306",9,33,45,12,23,39,24,1,"122,573,349",0,3,81,243,"5,186","6,744","69,274","92,823","3,238,726","60,764","13,020","2,000","1,000",400,400,0,0,0
109000010,109/01/26,"272,057,600","152,352,256",3,29,28,35,41,47,48,0,0,"64,916,821",0,92,191,"4,684","5,769","60,612","84,509",0,"60,235","18,651","2,000","1,000",400,400,"5,145,845",0,0
109000009,109/01/25,"334,410,750","356,160,843",5,16,45,13,41,31,9,1,"243,853,927",0,3,101,306,"5,752","8,226","85,607","104,697","1,980,732","63,359","13,443","2,000","1,000",400,400,0,0,0
109000008,109/01/24,"325,385,850","283,021,745",21,18,7,44,13,38,3,0,0,"168,890,823",4,107,354,"6,528","8,601","84,917","108,904","1,349,248","54,319","10,554","2,000","1,000",400,400,0,0,0
109000007,109/01/23,"204,098,200","166,038,100",13,48,18,30,44,23,37,0,0,"100,805,669",4,54,174,"3,215","4,683","48,135","60,239","972,276","77,560","15,473","2,000","1,000",400,400,0,0,0
109000006,109/01/21,"113,399,400","87,126,132",30,38,17,48,44,22,36,0,0,"51,743,108",2,29,78,"1,738","2,459","25,537","32,651","1,114,537","82,777","19,784","2,000","1,000",400,400,0,0,0
109000005,109/01/17,"101,544,800","56,865,088",20,45,7,42,9,44,8,0,0,"23,622,468",1,23,69,"1,553","2,366","26,901","29,562","1,872,512","87,676","18,787","2,000","1,000",400,400,0,0,0
109000004,109/01/14,"125,272,850","290,316,408",7,38,34,37,47,20,18,1,"247,539,944",0,1,33,101,"2,108","2,937","30,517","38,514","3,941,512","75,064","15,766","2,000","1,000",400,400,0,0,0
109000003,109/01/10,"121,991,550","266,131,509",38,4,12,33,17,7,11,0,0,"218,522,280",0,47,174,"2,577","4,256","39,264","44,871",0,"37,608","6,530","2,000","1,000",400,400,"1,641,332",0,0
109000002,109/01/07,"117,529,800","248,835,825",1,38,16,15,5,8,7,0,0,"197,816,241",2,51,148,"2,539","4,042","35,866","42,921","3,744,433","34,563","7,656","2,000","1,000",400,400,0,0,0
109000001,109/01/03,"112,729,500","217,079,550",18,16,29,19,30,47,10,0,0,"177,167,093",0,28,92,"1,749","2,618","26,933","33,485",0,"82,113","16,065","2,000","1,000",400,400,"5,852,044",0,0
109000025,109/02/28,"95,849,900","169,048,689",2,18,9,48,46,27,25,0,0,"135,674,669",1,34,70,"1,651","2,218","23,134","30,185","3,441,160","55,234","17,246","2,000","1,000",400,400,0,0,0
109000024,109/02/25,"99,363,550","147,906,693",2,48,47,8,1,44,9,0,0,"113,675,427",0,47,94,"1,862","2,513","25,326","32,909",0,"38,891","12,500","2,000","1,000",400,400,"1,697,318",0,0
